,Average ICSEA value,Boys,Completed senior secondary school,Full-time equivalent enrolments,Full-time equivalent non-teaching staff,Full-time equivalent teaching staff,Girls,Indigenous students,Location,Name,Non-teaching staff,SMCLID,School ICSEA value,School sector,School type,School-based apprenticeships and traineeships,Senior secondary certificate awarded,Teaching staff,Total enrolments,VET enrolments,Year,Year 3 | Grammar,Year 3 | Numeracy,Year 3 | Reading,Year 3 | Spelling,Year 3 | Writing,Year 5 | Grammar,Year 5 | Numeracy,Year 5 | Reading,Year 5 | Spelling,Year 5 | Writing,Year 7 | Grammar,Year 7 | Numeracy,Year 7 | Reading,Year 7 | Spelling,Year 7 | Writing,Year 9 | Grammar,Year 9 | Numeracy,Year 9 | Reading,Year 9 | Spelling,Year 9 | Writing,Year range
4526,1000,14,,37,1.5,3.2,23,-,Provincial,"Springton Primary School, Springton, SA",3,90587,1056,Government,Primary,,,5,37,,2011,385,326,348,345,399,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4527,1000,21,,41,1.2,3,20,-,Provincial,"Springton Primary School, Springton, SA",3,90587,991,Government,Primary,,,5,41,,2010,388,413,460,384,406,463,484,473,460,446,-,-,-,-,-,,,,,,R-7
4528,1000,24,,43,1.4,3.2,19,-,Provincial,"Springton Primary School, Springton, SA",3,90587,981,Government,Primary,,,5,43,,2009,389,358,393,400,402,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4529,1000,20,,42,1.3,3.2,22,-,Provincial,"Springton Primary School, Springton, SA",3,90587,981,Government,Primary,,,5,42,,2008,357,345,361,377,415,-,-,-,-,-,562,537,567,580,539,,,,,,-
4530,1000,11,,20,1.5,2.2,9,-,Provincial,"Spalding Primary School, Spalding, SA",3,90586,1034,Government,Primary,,,4,20,,2014,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,R-7
4531,1000,11,,21,1.5,2.2,10,-,Provincial,"Spalding Primary School, Spalding, SA",4,90586,950,Government,Primary,,,3,21,,2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4532,1000,10,,18,1.2,2.2,8,0%,Provincial,"Spalding Primary School, Spalding, SA",3,90586,1022,Government,Primary,,,3,18,,2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4533,1000,11,,17,0.8,3.1,6,-,Provincial,"Spalding Primary School, Spalding, SA",2,90586,962,Government,Primary,,,4,17,,2011,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,R-7
4534,1000,13,,22,1.7,2.6,9,-,Provincial,"Spalding Primary School, Spalding, SA",3,90586,962,Government,Primary,,,3,22,,2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4535,1000,18,,34,2.1,3.2,16,-,Provincial,"Spalding Primary School, Spalding, SA",4,90586,995,Government,Primary,,,4,34,,2009,-,-,-,-,-,-,-,-,-,-,565,567,527,548,571,,,,,,R-7
4536,1000,15,,34,2,3.8,19,-,Provincial,"Spalding Primary School, Spalding, SA",5,90586,995,Government,Primary,,,5,34,,2008,441,465,498,505,416,-,-,-,-,-,-,-,-,-,-,,,,,,-
4537,1000,125,,270,8.5,16.8,145,1%,Metropolitan,"Golden Grove Lutheran School, Wynn Vale, SA",14,91086,1081,Non-government,Primary,,,23,270,,2014,457,437,448,433,447,509,495,516,521,496,564,575,578,554,544,,,,,,R-7
4538,1000,137,,277,6.9,17.9,140,1%,Metropolitan,"Golden Grove Lutheran School, Wynn Vale, SA",11,91086,1077,Non-government,Primary,,,24,277,,2013,470,432,456,451,452,481,481,513,507,467,562,563,570,571,553,,,,,,"U, R-7"
4539,1000,141,,273,6.6,17.7,132,0%,Metropolitan,"Golden Grove Lutheran School, Wynn Vale, SA",10,91086,1048,Non-government,Primary,,,24,273,,2012,455,421,443,447,421,501,499,501,501,479,553,560,565,538,528,,,,,,"U, R-7"
4540,1000,139,,280,8.4,16.7,141,1%,Metropolitan,"Golden Grove Lutheran School, Wynn Vale, SA",10,91086,1053,Non-government,Primary,,,21,280,,2011,460,412,433,431,441,519,474,501,489,482,528,529,547,519,529,,,,,,"U, R-7"
4541,1000,137,,267,5.1,15.9,130,1%,Metropolitan,"Golden Grove Lutheran School, Wynn Vale, SA",9,91086,1053,Non-government,Primary,,,20,267,,2010,463,426,453,416,442,480,496,478,481,480,545,547,562,545,542,,,,,,"U, R-7"
4542,1000,138,,262,5.1,16.6,124,-,Metropolitan,"Golden Grove Lutheran School, Wynn Vale, SA",9,91086,1012,Non-government,Primary,,,27,262,,2009,431,379,402,393,434,488,466,488,477,497,532,531,536,538,532,,,,,,"U, R-7"
4543,1000,142,,271,4.8,17.4,129,-,Metropolitan,"Golden Grove Lutheran School, Wynn Vale, SA",7,91086,1012,Non-government,Primary,,,27,271,,2008,413,387,401,401,412,504,471,489,498,484,547,544,544,541,556,,,,,,-
4544,1000,32,,56,2.8,4.6,24,13%,Provincial,"St Joseph's School, Peterborough, SA",6,91024,944,Non-government,Primary,,,5,56,,2014,303,287,325,310,273,454,473,496,474,445,513,507,524,470,498,,,,,,R-7
4545,1000,34,,55,3.8,4.3,21,11%,Provincial,"St Joseph's School, Peterborough, SA",6,91024,935,Non-government,Primary,,,5,55,,2013,-,-,-,-,-,426,459,453,416,376,485,525,513,524,407,,,,,,"U, R-7"
4546,1000,35,,58,2.4,5.1,23,5%,Provincial,"St Joseph's School, Peterborough, SA",5,91024,949,Non-government,Primary,,,7,58,,2012,399,386,422,403,408,-,-,-,-,-,594,567,567,533,492,,,,,,"U, R-7"
4547,1000,37,,58,1.5,5.4,21,5%,Provincial,"St Joseph's School, Peterborough, SA",4,91024,949,Non-government,Primary,,,7,58,,2011,333,363,311,335,403,511,508,497,484,512,583,557,591,539,560,,,,,,"U, R-7"
4548,1000,36,,57,1.5,5.6,21,2%,Provincial,"St Joseph's School, Peterborough, SA",4,91024,949,Non-government,Primary,,,7,57,,2010,378,380,369,339,405,530,501,526,501,505,547,565,557,511,521,,,,,,"U, R-7"
4549,1000,43,,72,1.3,5.4,29,4%,Provincial,"St Joseph's School, Peterborough, SA",3,91024,963,Non-government,Primary,,,6,72,,2009,383,415,410,402,411,500,478,548,455,466,482,521,495,457,531,,,,,,"U, R-7"
4550,1000,37,,62,-,5.4,25,5%,Provincial,"St Joseph's School, Peterborough, SA",-,91024,963,Non-government,Primary,,,7,62,,2008,438,431,442,430,435,481,458,472,421,440,497,516,515,525,485,,,,,,-
4551,1000,103,,252.8,9.5,19.2,150,1%,Metropolitan,"Richmond Primary School, Keswick, SA",14,90574,1057,Government,Primary,,,22,253,,2014,439,387,416,420,432,513,484,497,520,493,569,562,566,590,563,,,,,,"U, R-7"
4552,1000,132,,287,9.1,21.8,155,2%,Metropolitan,"Richmond Primary School, Keswick, SA",14,90574,1072,Government,Primary,,,24,287,,2013,433,384,415,420,449,530,487,526,515,523,588,565,565,579,522,,,,,,"U, R-7"
4553,1000,130,,271,6.9,15.6,141,1%,Metropolitan,"Richmond Primary School, Keswick, SA",10,90574,1056,Government,Primary,,,17,271,,2012,439,390,433,439,445,503,456,510,526,501,589,578,554,571,555,,,,,,"U, R-7"
4554,1000,140,,266,6.3,22.1,126,-,Metropolitan,"Richmond Primary School, Keswick, SA",9,90574,1100,Government,Primary,,,25,266,,2011,425,388,421,416,431,515,465,492,515,511,552,567,563,570,555,,,,,,"U, R-7"
4555,1000,132,,259.4,7.6,18.8,128,1%,Metropolitan,"Richmond Primary School, Keswick, SA",11,90574,1107,Government,Primary,,,21,260,,2010,400,377,402,397,424,486,457,489,463,495,528,543,549,546,530,,,,,,"U, R-7"
4556,1000,136,,247.4,6.8,18.2,112,2%,Metropolitan,"Richmond Primary School, Keswick, SA",11,90574,1008,Government,Primary,,,22,248,,2009,425,380,436,430,427,508,490,508,497,475,530,565,552,534,535,,,,,,"U, R-7"
4557,1000,141,,241.6,7.4,16.7,101,2%,Metropolitan,"Richmond Primary School, Keswick, SA",12,90574,1008,Government,Primary,,,18,242,,2008,388,367,407,382,412,430,412,424,442,455,511,510,525,531,507,,,,,,-
4558,1000,73,,131,3.2,8.2,58,8%,Provincial,"Riverton Primary School, Riverton, SA",5,90575,968,Government,Primary,,,9,131,,2014,368,365,387,393,374,450,449,452,458,433,542,524,542,520,499,,,,,,R-7
4559,1000,73,,131,3.6,8.2,58,5%,Provincial,"Riverton Primary School, Riverton, SA",6,90575,982,Government,Primary,,,9,131,,2013,384,359,370,381,383,498,493,517,479,470,562,559,554,555,526,,,,,,R-7
4560,1000,71,,128,4.8,8.1,57,2%,Provincial,"Riverton Primary School, Riverton, SA",7,90575,1032,Government,Primary,,,10,128,,2012,402,363,393,379,396,503,481,484,464,459,562,538,546,546,535,,,,,,R-7
4561,1000,79,,144,4.1,8.6,65,1%,Provincial,"Riverton Primary School, Riverton, SA",6,90575,1042,Government,Primary,,,11,144,,2011,428,432,449,412,388,514,512,522,475,455,511,534,516,512,517,,,,,,R-7
4562,1000,72,,133,4.3,9.9,61,-,Provincial,"Riverton Primary School, Riverton, SA",6,90575,1051,Government,Primary,,,13,133,,2010,407,417,450,398,425,500,494,485,473,468,542,540,546,535,530,,,,,,R-7
4563,1000,87,,154,4.1,9.1,67,2%,Provincial,"Riverton Primary School, Riverton, SA",6,90575,998,Government,Primary,,,11,154,,2009,407,364,412,380,394,474,472,463,460,453,545,544,548,534,516,,,,,,R-7
4564,1000,82,,164,4.3,9.5,82,4%,Provincial,"Riverton Primary School, Riverton, SA",6,90575,998,Government,Primary,,,12,164,,2008,382,391,384,395,404,505,462,479,496,486,513,528,521,510,534,,,,,,-
4565,1000,44,,87,1.5,5.6,43,-,Provincial,"Robe Primary School, Robe, SA",2,90576,1040,Government,Primary,,,6,87,,2014,430,402,436,432,402,493,459,504,481,447,578,632,615,627,560,,,,,,R-7
4566,1000,44,,89,2.3,5.6,45,-,Provincial,"Robe Primary School, Robe, SA",3,90576,1040,Government,Primary,,,7,89,,2013,426,414,455,420,415,509,492,524,476,469,542,570,558,556,547,,,,,,R-7
4567,1000,43,,95,3,4.7,52,0%,Provincial,"Robe Primary School, Robe, SA",4,90576,1053,Government,Primary,,,6,95,,2012,441,357,422,395,364,477,500,513,498,483,576,565,555,569,540,,,,,,R-7
4568,1000,50,,94,3.4,5.4,44,1%,Provincial,"Robe Primary School, Robe, SA",5,90576,1049,Government,Primary,,,6,94,,2011,431,410,434,390,393,486,485,499,468,489,547,583,557,519,552,,,,,,R-7
4569,1000,49,,97,3.5,3.5,48,2%,Provincial,"Robe Primary School, Robe, SA",5,90576,1035,Government,Primary,,,5,97,,2010,389,405,407,412,426,508,474,487,472,493,645,607,571,583,556,,,,,,R-7
4570,1000,51,,96,3.6,4.2,45,2%,Provincial,"Robe Primary School, Robe, SA",5,90576,1011,Government,Primary,,,5,96,,2009,380,387,347,363,376,505,486,505,448,472,594,625,543,575,537,,,,,,R-7
4571,1000,53,,104,3.1,4.2,51,1%,Provincial,"Robe Primary School, Robe, SA",4,90576,1011,Government,Primary,,,5,104,,2008,416,377,397,395,406,549,499,532,503,538,600,617,560,557,543,,,,,,-
4572,1000,90,,177,3.9,11.1,87,2%,Metropolitan,"Pilgrim School, Aberfoyle Park, SA",8,91109,1101,Non-government,Primary,,,15,177,,2014,422,397,416,396,399,558,528,550,519,477,592,565,582,555,550,,,,,,R-7
4573,1000,93,,172,3.2,11.3,79,-,Metropolitan,"Pilgrim School, Aberfoyle Park, SA",7,91109,1102,Non-government,Primary,,,14,172,,2013,435,406,419,410,418,527,507,536,500,490,570,571,571,570,542,,,,,,"U, R-7"
4574,1000,102,,183,3.2,11.3,81,-,Metropolitan,"Pilgrim School, Aberfoyle Park, SA",6,91109,1107,Non-government,Primary,,,14,183,,2012,447,420,425,414,422,527,514,519,502,479,598,592,572,589,574,,,,,,"U, R-7"
4575,1000,99,,189,3,10.6,90,-,Metropolitan,"Pilgrim School, Aberfoyle Park, SA",6,91109,1107,Non-government,Primary,,,13,189,,2011,464,409,453,431,443,541,518,525,504,528,576,557,566,542,569,,,,,,"U, R-7"
4576,1000,92,,188,3,9.8,96,1%,Metropolitan,"Pilgrim School, Aberfoyle Park, SA",6,91109,1108,Non-government,Primary,,,12,188,,2010,413,375,410,409,412,566,519,521,523,548,599,608,608,581,607,,,,,,"U, R-7"
4577,1000,99,,193,2.5,10.4,94,1%,Metropolitan,"Pilgrim School, Aberfoyle Park, SA",5,91109,1060,Non-government,Primary,,,12,193,,2009,447,436,412,406,428,528,459,542,507,515,612,568,582,596,594,,,,,,"U, R-7"
4578,1000,99,,189,2.7,10.7,90,2%,Metropolitan,"Pilgrim School, Aberfoyle Park, SA",6,91109,1060,Non-government,Primary,,,13,189,,2008,444,448,446,452,461,562,520,528,521,537,582,587,562,583,615,,,,,,-
4579,1000,178,,330,9,19.4,152,5%,Metropolitan,"Riverdale Primary School, Salisbury Downs, SA",12,90909,967,Government,Primary,,,22,330,,2014,374,373,386,373,339,440,444,454,473,413,492,498,512,525,494,,,,,,"U, R-7"
4580,1000,179,,322,8.4,19.4,143,3%,Metropolitan,"Riverdale Primary School, Salisbury Downs, SA",13,90909,974,Government,Primary,,,22,322,,2013,382,346,388,377,360,448,450,471,443,444,541,533,542,529,503,,,,,,"U, R-7"
4581,1000,168,,300,5.9,18.1,132,2%,Metropolitan,"Riverdale Primary School, Salisbury Downs, SA",8,90909,957,Government,Primary,,,21,300,,2012,345,328,367,356,364,432,436,428,470,439,501,486,491,500,476,,,,,,"U, R-7"
4582,1000,169,,297,8.5,16.9,128,2%,Metropolitan,"Riverdale Primary School, Salisbury Downs, SA",12,90909,952,Government,Primary,,,18,297,,2011,368,361,362,351,374,451,437,450,449,442,493,500,499,507,495,,,,,,"U, R-7"
4583,1000,155,,269,8.3,15.8,114,4%,Metropolitan,"Riverdale Primary School, Salisbury Downs, SA",11,90909,924,Government,Primary,,,18,269,,2010,336,342,345,336,374,420,418,427,417,433,470,482,485,486,501,,,,,,"U, R-7"
4584,1000,134,,242,8.9,14.6,108,2%,Metropolitan,"Riverdale Primary School, Salisbury Downs, SA",13,90909,920,Government,Primary,,,16,242,,2009,418,388,423,403,454,444,460,457,446,446,497,501,526,510,522,,,,,,"U, R-7"
4585,1000,125,,226,8.3,15.6,101,2%,Metropolitan,"Riverdale Primary School, Salisbury Downs, SA",13,90909,920,Government,Primary,,,18,226,,2008,387,372,367,379,389,436,425,430,432,423,509,502,521,524,525,,,,,,-
4586,1000,110,,144,10.9,27.5,34,24%,Metropolitan,"Bowden Brompton Community School, Brompton, SA",16,90908,-,Government,Special,,,31,144,45,2014,,,,,,,,,,,362,415,419,402,222,456,-,-,457,302,R-12
4587,1000,113,,139,12.9,22,26,18%,Metropolitan,"Bowden Brompton Community School, Brompton, SA",17,90908,-,Government,Special,,,24,139,9,2013,,,,,,,,,,,403,437,407,426,320,-,-,-,-,-,R-12
4588,1000,118,,145.2,13.2,21.8,28,18%,Metropolitan,"Bowden Brompton Community School, Brompton, SA",18,90908,-,Government,Combined,,,23,146,,2012,,,,,,,,,,,398,388,411,374,295,491,505,489,451,385,5-12
4589,1000,101,,133.2,9.4,21.8,33,12%,Metropolitan,"Bowden Brompton Community School, Brompton, SA",14,90908,-,Government,Combined,,,24,134,,2011,,,,,,,,,,,411,427,429,400,287,401,471,445,448,282,R-12
4590,1000,119,1,152.4,8.3,24.3,35,12%,Metropolitan,"Bowden Brompton Community School, Brompton, SA",11,90908,-,Government,Combined,,0,27,154,,2010,,,,,,,,,,,378,508,468,407,380,403,501,414,488,411,5-12
4591,1000,116,,144.4,9.4,23.8,29,10%,Metropolitan,"Bowden Brompton Community School, Brompton, SA",12,90908,923,Government,Combined,,,26,145,,2009,,,,,,,,,,,,,,,,,,,,,"6-9, 11-12"
4592,1000,116,,144,6.8,26.4,28,8%,Metropolitan,"Bowden Brompton Community School, Brompton, SA",9,90908,923,Government,Combined,,,29,144,,2008,,,,,,,,,,,431,472,448,431,378,455,474,471,451,369,-
4593,1000,102,,189,3.9,11.4,87,2%,Provincial,"Renmark West Primary School, Renmark, SA",5,90572,975,Government,Primary,,,14,189,,2014,331,372,373,350,342,439,447,465,437,431,532,529,538,546,510,,,,,,R-7
4594,1000,94,,183,3.8,11.6,89,2%,Provincial,"Renmark West Primary School, Renmark, SA",5,90572,961,Government,Primary,,,14,183,,2013,321,365,352,334,370,465,452,474,452,451,507,525,507,516,491,,,,,,R-7
4595,1000,100,,189,3.9,11.4,89,2%,Provincial,"Renmark West Primary School, Renmark, SA",5,90572,979,Government,Primary,,,15,189,,2012,338,343,370,345,335,452,488,495,495,473,536,528,536,528,510,,,,,,R-7
4596,1000,94,,179,3.8,11.2,85,-,Provincial,"Renmark West Primary School, Renmark, SA",6,90572,982,Government,Primary,,,14,179,,2011,368,378,379,357,357,465,436,443,438,426,486,503,502,487,502,,,,,,R-7
4597,1000,86,,173,2.8,10.3,87,1%,Provincial,"Renmark West Primary School, Renmark, SA",4,90572,985,Government,Primary,,,12,173,,2010,413,399,426,408,420,479,473,473,467,477,535,550,564,548,554,,,,,,R-7
4598,1000,87,,177,3.3,10.1,90,1%,Provincial,"Renmark West Primary School, Renmark, SA",5,90572,1024,Government,Primary,,,12,177,,2009,358,348,363,357,375,427,459,447,440,447,537,525,523,512,525,,,,,,R-7
4599,1000,82,,181,3.1,10.3,99,2%,Provincial,"Renmark West Primary School, Renmark, SA",5,90572,1024,Government,Primary,,,12,181,,2008,361,373,360,367,373,508,488,496,496,503,505,515,510,494,496,,,,,,-
4600,1000,205,,426,8.9,22.5,221,2%,Metropolitan,"Reynella Primary School, Old Reynella, SA",13,90573,996,Government,Primary,,,24,426,,2014,419,388,410,418,408,480,463,465,474,448,528,532,538,536,498,,,,,,R-7
4601,1000,223,,446,7.8,21.7,223,2%,Metropolitan,"Reynella Primary School, Old Reynella, SA",11,90573,1000,Government,Primary,,,23,446,,2013,405,367,394,416,398,487,471,485,468,474,522,530,543,538,522,,,,,,R-7
4602,1000,239,,476,8.5,23.9,237,1%,Metropolitan,"Reynella Primary School, Old Reynella, SA",13,90573,986,Government,Primary,,,26,476,,2012,383,363,379,400,407,453,461,466,461,448,531,519,537,538,502,,,,,,R-7
4603,1000,270,,529,8.6,25.2,259,2%,Metropolitan,"Reynella Primary School, Old Reynella, SA",12,90573,988,Government,Primary,,,28,529,,2011,386,366,382,386,393,467,451,457,450,444,507,524,516,522,505,,,,,,R-7
4604,1000,276,,554,9.2,29,278,1%,Metropolitan,"Reynella Primary School, Old Reynella, SA",13,90573,989,Government,Primary,,,30,554,,2010,361,372,377,380,403,468,456,465,466,465,515,516,527,549,540,,,,,,R-7
4605,1000,296,,579,8.7,29,283,1%,Metropolitan,"Reynella Primary School, Old Reynella, SA",11,90573,1036,Government,Primary,,,31,579,,2009,383,345,369,372,374,465,452,467,467,461,515,510,515,516,518,,,,,,R-7
4606,1000,316,,597,8.8,28.9,281,1%,Metropolitan,"Reynella Primary School, Old Reynella, SA",11,90573,1036,Government,Primary,,,31,597,,2008,374,373,390,388,404,473,431,463,486,473,512,514,525,533,534,,,,,,-
4607,1000,123,6,160,22.9,30.4,37,2%,Metropolitan,"Modbury Special School, Hope Valley, SA",38,90905,-,Government,Special,,6,32,160,,2014,,,,,,,,,,,,,,,,,,,,,U
4608,1000,118,6,160,26.6,28.7,42,2%,Metropolitan,"Modbury Special School, Hope Valley, SA",42,90905,-,Government,Special,,6,30,160,,2013,,,,,,,,,,,,,,,,,,,,,U
4609,1000,122,4,162.8,25.2,29,41,2%,Metropolitan,"Modbury Special School, Hope Valley, SA",38,90905,-,Government,Special,,4,31,163,,2012,,-,,,,,,,,,,,,,,,,,,,U
4610,1000,118,,161.8,22.1,29,44,2%,Metropolitan,"Modbury Special School, Hope Valley, SA",32,90905,-,Government,Special,,,30,162,,2011,,,,,,,,,,,,,,,,-,-,-,-,-,U
4611,1000,112,,154,18.9,24.3,42,3%,Metropolitan,"Modbury Special School, Hope Valley, SA",28,90905,-,Government,Special,,,26,154,,2010,,,,,,,,,,,,,,,,,,,,,U
4612,1000,114,,157,19.3,24.6,43,4%,Metropolitan,"Modbury Special School, Hope Valley, SA",29,90905,1000,Government,Special,,,27,157,,2009,,,,,,,,,,,,,,,,,,,,,U
4613,1000,115,,154,20.5,23.2,39,5%,Metropolitan,"Modbury Special School, Hope Valley, SA",28,90905,1000,Government,Special,,,24,154,,2008,,,,,,,,,,,,,,,,,,,,,-
4614,1000,29,1,43.6,8.3,10,15,36%,Provincial,"Port Augusta Special School, Port Augusta, SA",11,90904,-,Government,Special,,-,11,44,,2014,,,,,,,,,,,,,,,,,,,,,U
4615,1000,30,1,47,9.2,10.2,17,38%,Provincial,"Port Augusta Special School, Port Augusta, SA",13,90904,-,Government,Special,,-,11,47,,2013,,,,,,,,,,,,,,,,,,,,,U
4616,1000,29,5,50,8.6,10.4,21,42%,Provincial,"Port Augusta Special School, Port Augusta, SA",13,90904,-,Government,Special,,2,11,50,,2012,,,,,,,,,,,,,,,,,,,,,U
4617,1000,29,,48.6,8.1,10,20,41%,Provincial,"Port Augusta Special School, Port Augusta, SA",11,90904,-,Government,Special,,,10,49,,2011,,,,,,,,,,,,,,,,,,,,,U
4618,1000,26,,42.8,6.7,8.6,17,37%,Provincial,"Port Augusta Special School, Port Augusta, SA",11,90904,-,Government,Special,,,10,43,,2010,,,,,,,,,,,,,,,,,,,,,U
4619,1000,14,,28,5,6.4,14,32%,Provincial,"Port Augusta Special School, Port Augusta, SA",7,90904,855,Government,Special,,,7,28,,2009,,,,,,,,,,,,,,,,,,,,,U
4620,1000,15,,26,5.7,6.4,11,31%,Provincial,"Port Augusta Special School, Port Augusta, SA",8,90904,855,Government,Special,,,7,26,,2008,,,,,,,,,,,,,,,,,,,,,-
4621,1000,65,6,91,23.8,19.3,26,1%,Metropolitan,"Errington Special Education Centre, Ashford, SA",40,90907,-,Government,Special,,6,22,91,,2014,,,,,,,,,,,,,,,,,,,,,U
4622,1000,56,7,77,22.3,16.8,21,1%,Metropolitan,"Errington Special Education Centre, Ashford, SA",35,90907,-,Government,Special,,3,19,77,,2013,,,,,,,,,,,,,,,,,,,,,U
4623,1000,53,3,74.4,20.4,15.2,22,1%,Metropolitan,"Errington Special Education Centre, Ashford, SA",33,90907,-,Government,Special,,0,19,75,,2012,,,,,,,,,,,,,,,,,,,,,U
4624,1000,57,,78,21,14.2,21,4%,Metropolitan,"Errington Special Education Centre, Ashford, SA",35,90907,-,Government,Special,,,17,78,,2011,,,,,,,,,,,,,,,,,,,,,U
4625,1000,59,,79.4,16.4,14.5,21,-,Metropolitan,"Errington Special Education Centre, Ashford, SA",24,90907,-,Government,Special,,,17,80,,2010,,,,,,,,,,,,,,,,,,,,,U
4626,1000,50,,72.8,16.7,12.8,23,-,Metropolitan,"Errington Special Education Centre, Ashford, SA",25,90907,1050,Government,Special,,,16,73,,2009,,,,,,,,,,,,,,,,,,,,,U
4627,1000,44,,66,13.9,10.4,22,-,Metropolitan,"Errington Special Education Centre, Ashford, SA",21,90907,1050,Government,Special,,,12,66,,2008,,,,,,,,,,,,,,,,,,,,,-
4628,1000,40,5,67.6,26.1,13.1,28,7%,Metropolitan,"Adelaide West Special Education Centre, Taperoo, SA",41,90906,-,Government,Special,,4,16,68,6,2014,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,U
4629,1000,42,7,71.6,28.8,16.7,30,6%,Metropolitan,"Adelaide West Special Education Centre, Taperoo, SA",44,90906,-,Government,Special,,7,19,72,,2013,-,-,-,-,-,,,,,,,,,,,-,-,-,-,-,U
4630,1000,50,4,80,27.7,16.4,31,5%,Metropolitan,"Adelaide West Special Education Centre, Taperoo, SA",45,90906,-,Government,Special,,0,19,81,,2012,,,,,,-,-,-,-,-,,,,,,,,,,,U
4631,1000,51,,77.6,28.1,15,28,5%,Metropolitan,"Adelaide West Special Education Centre, Taperoo, SA",40,90906,-,Government,Special,,,19,79,,2011,,,,,,,,,,,-,-,-,-,-,,,,,,"U, R-12"
4632,1000,57,,89.2,34.6,16.2,34,2%,Metropolitan,"Adelaide West Special Education Centre, Taperoo, SA",51,90906,-,Government,Special,,,18,91,,2010,-,-,-,-,-,,,,,,-,-,-,-,-,,,,,,U
4633,1000,54,,90,34.1,17.6,37,4%,Metropolitan,"Adelaide West Special Education Centre, Taperoo, SA",52,90906,994,Government,Special,,,20,91,,2009,,,,,,-,-,-,-,-,,,,,,,,,,,U
4634,1000,57,,88.2,31.7,16.4,33,4%,Metropolitan,"Adelaide West Special Education Centre, Taperoo, SA",46,90906,994,Government,Special,,,19,90,,2008,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,-
4635,1000,120,,216,6,11.2,96,3%,Provincial,"Roseworthy Primary School, Roseworthy, SA",11,90578,1009,Government,Primary,,,12,216,,2014,394,381,389,381,402,505,493,514,507,465,538,537,560,534,520,,,,,,R-7
4636,1000,116,,212,4.8,10.4,96,2%,Provincial,"Roseworthy Primary School, Roseworthy, SA",9,90578,1013,Government,Primary,,,12,212,,2013,397,391,427,410,402,531,523,514,528,495,569,542,561,578,524,,,,,,R-7
4637,1000,89,,169,2.8,9.1,80,0%,Provincial,"Roseworthy Primary School, Roseworthy, SA",5,90578,985,Government,Primary,,,11,169,,2012,409,408,412,409,414,483,471,496,479,454,538,524,530,517,529,,,,,,R-7
